Course, Grade
UDES-501,85.5
UDES-502,87.61
UDES-503,85.01
HIST-699,86.48
UDES-504,80.93
UDES-505,85.87
UDES-506,87.91
LAW-280,73.57
UDES-509,86.68
GEOG-290,71.92
RELG-407,78.21
COLX-581,93.46
RELG-408,80.63
RELG-409,84.0
RELG-403,81.31
COLX-585,95.21
MINE-455,77.94
MUSC-220,72.35
MUSC-221,70.26
COLX-595,90.67
CONS-528,87.81
RELG-414,79.26
MINE-465,74.56
RELG-415,78.48
BASM-531,83.0
PHAR-240,74.26
BASM-530,82.4
PHAR-241,82.85
MINE-462,78.16
MUSC-235,82.52
CONS-520,77.33
MUSC-233,81.0
MUSC-225,82.0
BASM-523,82.21
ECED-334,85.26
MINE-435,76.25
ECED-336,79.15
MINE-438,80.89
MINE-432,80.15
ECED-333,94.09
MINE-434,71.45
MUSC-241,73.73
BASM-516,83.37
MANU-330,81.95
ARCH-472,74.0
BASM-514,82.2
MUSC-236,81.66
BASM-513,83.89
BASM-512,79.94
BASM-511,81.89
BIOL-548,89.85
BASM-510,87.18
FMST-414,74.03
MINE-447,81.25
ECED-343,90.05
MINE-444,84.5
MUSC-249,86.48
BASM-504,81.89
BASM-503,89.14
PHAR-269,81.47
BASM-502,81.82
BASM-501,82.16
PUNJ-201,81.65
PUNJ-200,79.84
PUNJ-202,83.08
FMST-404,77.67
BASM-508,74.15
BASM-507,78.11
MINE-497,75.0
BIOL-525,93.4
MINE-493,81.34
BIOL-522,89.8
MINE-496,80.0
PHAR-211,81.09
BASM-580,80.95
MINE-491,80.31
COLX-535,90.86
FMST-436,72.4
MIDW-420,-1.0
FMST-420,75.96
FMST-422,71.06
BIOL-535,85.94
BIOL-533,81.6
PHAR-200,77.16
PHAR-201,83.54
BIOL-530,87.94
PHAR-204,76.3
PHAR-205,90.36
MIDW-435,91.19
PHAR-202,78.04
PHAR-203,78.49
EECE-392,73.96
ASTU-503,-1.0
ASTU-502,-1.0
ASTU-501,-1.0
BIOL-537,90.8
MIDW-430,90.17
ARTS-001,75.44
COLX-561,88.13
COLX-563,90.06
COLX-565,90.08
BIOL-503,86.5
BIOL-501,86.4
MUSC-201,70.43
MUSC-200,73.34
MINE-470,79.13
MIDW-405,85.08
BIOL-509,84.49
BIOL-508,78.22
EECE-381,83.11
EECE-380,83.52
MANU-370,81.44
MIDW-400,82.96
CONS-502,74.86
CONS-501,86.4
FMST-440,73.43
CONS-500,85.41
FMST-442,73.54
MINE-486,78.0
CONS-506,92.17
FMST-441,82.88
CONS-505,87.73
MINE-488,76.61
CONS-504,84.48
CONS-503,87.99
MINE-482,76.61
BASM-550,80.23
MINE-485,81.95
BIOL-510,84.25
MANU-378,79.85
MINE-480,79.33
PHAR-220,83.54
MUSC-210,73.8
EECE-374,77.11
MUSC-206,77.89
EECE-373,71.01
MUSC-205,80.22
EECE-376,73.53
EECE-375,84.15
MANU-386,73.11
EECE-370,70.55
MANU-380,75.23
MUSC-207,82.25
EECE-379,74.09
MIDW-410,84.0
EECE-363,78.24
EECE-362,74.29
EECE-365,73.95
EECE-364,68.36
EECE-361,81.63
EECE-360,69.22
MTRL-517,84.43
MTRL-515,87.77
MTRL-512,80.44
EECE-369,64.66
SCIE-300,79.56
PLNT-401,77.73
EECE-352,71.8
EECE-353,77.01
PLNT-409,78.4
PLNT-408,80.71
EECE-359,70.0
FRE-295,67.68
EECE-356,71.94
EECE-355,78.39
EECE-358,68.89
VISA-401,78.97
EECE-357,72.39
BMEG-580,90.22
BMEG-581,95.16
COLX-521,89.23
PLNT-417,77.6
PLNT-415,76.19
PLNT-413,77.0
PLNT-410,74.29
PLNT-411,75.52
VISA-410,78.45
PLNT-418,74.21
VISA-411,79.45
BMEG-591,94.33
BMEG-590,-1.0
COLX-531,93.99
PLNT-423,-1.0
BASM-590,85.73
EECE-331,82.55
COLX-523,91.74
THFL-402,96.3
BMEG-597,88.98
COLX-525,92.28
BMEG-599,90.45
BMEG-598,-1.0
EOSC-426,84.9
EOSC-425,78.96
EOSC-428,77.28
EOSC-427,90.5
EOSC-422,76.71
EOSC-421,75.82
MINE-410,76.29
EOSC-424,82.37
SWAH-101,84.88
SWAH-102,82.5
PHAR-299,83.78
EOSC-429,71.7
EECE-321,75.33
EECE-320,70.23
PHIL-599,86.63
EOSC-431,78.44
MTRL-559,78.67
EOSC-430,76.83
MTRL-557,83.15
MINE-406,82.67
MINE-420,82.98
MUSC-271,88.5
PHAR-280,90.14
EOSC-410,89.5
MUSC-272,84.25
EECE-310,77.04
PHIL-585,83.84
PHIL-586,84.5
PHIL-588,82.6
EECE-315,74.57
BEST-400,82.42
EOSC-420,79.67
BEST-403,86.24
EECE-314,75.3
BEST-401,81.28
BEST-402,86.04
EOSC-448,85.65
EOSC-447,82.28
EOSC-449,85.74
EECE-309,79.07
MUSC-282,79.51
EOSC-445,81.54
PHIL-581,87.65
EOSC-451,77.05
EOSC-450,76.94
EOSC-453,83.22
EOSC-452,77.75
EECE-301,73.23
EECE-300,68.2
MINE-402,78.0
AUDI-400,79.15
MINE-403,72.97
AUDI-403,77.66
MINE-404,83.86
AUDI-402,74.87
EOSC-433,76.78
MUSC-293,85.57
EOSC-432,71.33
MUSC-292,84.14
EOSC-434,80.33
EOSC-442,81.08
FOOD-401,76.06
FOOD-402,76.74
CRWR-425,91.0
FOOD-404,72.59
PHIL-560,85.57
FOOD-405,69.43
IAR-520,86.3
PHIL-561,91.7
CRWR-423,85.0
IAR-525,-1.0
MTRL-475,71.11
VISA-475,84.9
MTRL-474,72.64
CRWR-420,89.8
MTRL-472,82.07
MTRL-471,77.47
VISA-471,81.16
ATSC-113,84.48
VISA-470,88.75
EOSC-473,81.11
EOSC-472,77.05
EOSC-475,75.22
EOSC-474,78.17
VISA-479,84.96
EOSC-471,81.04
MTRL-478,73.9
EOSC-470,78.26
BA-502,83.34
BA-501,82.04
BA-504,79.47
BA-503,84.33
BA-506,77.14
FOOD-410,69.33
BA-505,78.77
CRWR-419,86.5
EOSC-454,83.29
BA-508,-1.0
BA-507,83.61
CRWR-414,89.28
IAR-511,86.63
VISA-490,85.74
CRWR-415,86.3
IAR-512,87.0
CRWR-416,76.93
FOOD-416,75.79
PHIL-550,84.75
CRWR-417,87.67
PHIL-551,83.23
CRWR-410,89.3
FOOD-418,75.02
IAR-515,82.6
CRWR-411,88.0
IAR-516,85.21
BA-500,80.97
BAHR-590,85.78
MTRL-465,79.21
VISA-487,78.6
MTRL-464,80.16
PHYS-298,-1.0
MTRL-462,87.23
PHYS-299,-1.0
VISA-483,79.81
MTRL-460,78.57
VISA-482,80.42
VISA-481,78.96
VISA-480,79.18
BA-509,84.02
MTRL-469,73.95
MTRL-467,79.69
MTRL-466,81.11
CRWR-447,91.75
PHIL-540,85.57
PLNT-498,84.67
PLNT-499,80.39
BAHR-580,79.99
CRWR-440,88.82
PHIL-535,82.25
PHIL-536,82.62
MTRL-451,78.18
PHIL-530,84.29
PHIL-531,73.33
PHIL-532,80.43
PHIL-533,85.4
VISA-491,83.28
JRNL-201,88.23
BMEG-500,91.35
MTRL-458,77.01
PHIL-539,82.37
MTRL-456,75.95
BMEG-501,90.08
JRNL-200,85.55
MTRL-455,76.82
EOSC-477,75.19
EOSC-476,76.77
EOSC-478,80.56
CRWR-439,88.29
CRWR-433,82.93
MTRL-442,76.1
CRWR-430,90.64
PHIL-525,88.71
CRWR-431,91.8
SPPH-681,97.95
PHIL-520,79.18
BMEG-511,90.03
PHIL-527,83.0
BMEG-510,82.35
EDCP-699,-1.0
PLNT-430,77.0
PLNT-431,76.4
SPPH-604,91.2
GMST-274,85.7
SPPH-607,-1.0
LAW-303,78.5
LAW-302,81.35
LAW-301,78.37
LAW-300,73.78
LAW-307,78.43
BA-530,-1.0
LAW-306,78.93
PLNT-435,68.17
LAW-305,78.98
PLNT-432,71.86
LAW-304,77.78
PLNT-433,73.8
GEOG-103,68.12
GEOG-102,70.03
VISA-431,80.32
LAW-309,76.78
PHIL-514,84.3
VISA-430,77.96
BAHR-560,82.74
LAW-308,79.59
KORN-300,77.82
KORN-301,78.51
GEOG-101,66.54
PHIL-510,84.35
KORN-302,79.32
BMEG-522,90.0
PHIL-516,79.4
BMEG-524,89.88
PHIL-518,84.78
BA-540,80.76
BA-541,80.33
PHYS-252,84.33
PHYS-253,87.41
VISA-441,80.54
VISA-440,79.12
ARCH-501,80.86
BAHR-550,81.57
ARCH-500,81.1
PHYS-250,81.25
PHYS-251,69.58
SCIE-220,75.37
BMEG-530,84.0
CPEN-642,79.82
PHYS-257,76.62
PHYS-258,72.86
SPPH-621,83.82
PHYS-259,77.49
BA-513,80.75
NRSC-649,-1.0
BA-512,87.95
BA-515,84.89
BA-514,80.92
WRIT-098,-1.0
CRWR-407,88.17
LAW-321,77.54
CRWR-408,79.16
LAW-320,76.71
CRWR-409,88.54
FOOD-423,76.16
CRWR-403,89.09
LAW-325,73.38
CRWR-404,86.38
LAW-324,78.56
CRWR-405,90.92
LAW-323,78.86
CRWR-406,93.08
LAW-322,76.39
LAW-329,77.26
LAW-328,79.46
BA-511,83.64
CRWR-401,86.79
LAW-327,73.24
BA-510,83.89
CRWR-402,85.13
LAW-326,80.33
MTRL-498,79.1
MTRL-497,76.6
MTRL-496,76.45
VISA-452,81.0
MTRL-495,77.51
VISA-451,79.85
MTRL-494,75.81
VISA-450,79.85
BAHR-540,80.69
SWED-210,80.85
ASIX-300,90.2
ASTR-649,-1.0
LAW-310,78.76
LAW-313,75.67
LAW-312,77.93
LAW-311,77.11
BA-520,-1.0
LAW-318,82.77
LAW-317,77.53
LAW-316,77.85
LAW-315,78.46
MTRL-486,78.45
MTRL-485,72.15
LAW-319,77.19
MTRL-484,83.82
PHYS-270,80.29
MTRL-482,78.26
BMEG-550,83.72
BMEG-552,-1.0
VISA-469,85.38
BMEG-554,91.5
BMEG-557,91.08
MTRL-489,84.06
BMEG-556,85.67
FMST-350,75.1
LAW-343,78.74
LAW-342,80.53
LAW-341,76.34
LAW-340,77.35
LAW-347,78.25
LAW-346,72.81
LAW-345,76.29
ARCH-524,81.23
LAW-344,77.3
LAW-349,78.56
RELG-485,78.33
LAW-348,78.43
ARCH-530,72.75
RELG-480,77.49
ARCH-534,80.96
HIST-540,83.33
ARCH-533,82.7
MANU-270,76.59
ARCH-532,82.57
BA-580,80.79
COMR-280,76.16
ARCH-531,81.76
BAHR-520,81.41
PHYS-229,83.65
EDCP-601,91.69
HIST-548,84.55
EDCP-602,92.19
HIST-549,84.01
HIST-547,87.5
FMST-340,69.55
LAW-332,71.83
PHYS-209,74.73
FMST-342,77.14
LAW-331,80.96
LAW-330,79.23
ARCH-538,82.93
BAHR-510,81.68
LAW-336,78.99
ARCH-537,82.44
LAW-335,78.97
BAHR-512,81.75
LAW-334,75.38
ARCH-535,78.8
LAW-333,77.43
BAHR-514,80.6
CRWR-498,85.31
LAW-339,76.57
BAHR-516,81.32
CDST-350,72.62
LAW-338,78.84
ARCH-539,82.4
LAW-337,80.52
ARCH-541,83.74
CRWR-494,86.14
KORN-351,84.11
ARCH-540,81.71
CRWR-495,94.08
KORN-352,87.9
CRWR-496,89.29
PHYS-210,81.45
CRWR-497,90.58
PHYS-211,84.81
ARCH-545,83.33
ARCH-544,84.61
CRWR-491,90.25
ARCH-543,82.78
ARCH-542,84.52
CRWR-493,85.33
HIST-550,83.23
PHYS-216,71.49
HIST-556,83.98
SWED-200,80.97
HIST-554,82.02
PHYS-219,80.98
RGLA-371,78.53
HIST-558,83.39
PHYS-215,74.48
RGLA-372,78.16
BAHR-507,82.0
BAHR-508,81.17
LAW-360,76.49
BAHR-509,79.72
LAW-365,80.15
LAW-364,76.75
LAW-363,78.87
LAW-362,79.27
ARCH-505,85.46
LAW-369,78.31
ARCH-504,87.3
LAW-368,78.64
ARCH-503,79.15
BA-551,-1.0
BAHR-501,80.22
LAW-367,74.73
ARCH-502,-1.0
BA-550,79.31
BAHR-502,81.5
ARCH-509,81.26
BAHR-503,80.81
BAHR-505,82.04
ARCH-512,81.2
GEOG-121,70.89
ARCH-511,82.02
GEOG-122,68.88
MIDW-440,-1.0
HIST-525,84.4
LAW-350,78.84
LAW-354,75.32
FMST-364,72.95
LAW-353,78.98
LAW-352,74.2
LAW-351,79.1
BA-560,82.61
LAW-358,77.21
ARCH-515,80.79
LAW-357,75.47
NURS-690,88.25
BA-562,83.12
LAW-356,75.66
ARCH-513,80.72
BA-561,82.32
LAW-355,77.28
RELG-479,84.8
BA-564,82.56
BA-563,83.39
ARCH-517,81.94
LAW-359,72.93
RELG-475,82.09
NURS-699,-1.0
ARCH-523,81.54
ARCH-522,78.89
ARCH-521,82.2
ARCH-520,81.47
LAW-383,77.25
LAW-382,73.4
LAW-381,77.68
LAW-380,79.0
LAW-387,75.19
LAW-386,79.12
RELG-448,76.48
LAW-385,77.94
RELG-449,70.74
LAW-384,76.5
LAW-389,81.34
ARCH-568,82.26
LAW-388,79.61
ARCH-574,72.59
HIST-580,83.94
ARCH-573,85.75
HIST-581,86.0
ARCH-572,81.08
ARCH-571,87.0
ARCH-577,85.5
HIST-585,85.5
HIST-582,84.71
ARCH-575,86.03
HIST-583,82.75
HIST-588,81.39
HIST-589,83.61
HIST-586,86.66
LAW-390,76.51
SPPH-699,-1.0
LAW-372,78.27
LAW-371,79.71
LAW-375,77.3
LAW-374,76.82
LAW-373,81.37
CRWR-458,92.8
CRWR-459,85.0
LAW-379,-1.0
LAW-378,77.29
LAW-377,73.47
CRWR-455,89.1
CRWR-457,90.0
CRWR-451,94.1
HIST-592,83.43
GRSJ-515,88.67
CRWR-453,85.1
HIST-590,83.43
HIST-595,87.86
HIST-596,82.0
GRSJ-511,87.75
HIST-594,87.15
HIST-599,86.85
HIST-597,87.63
ARCH-580,-1.0
IAR-508,85.92
IAR-506,84.39
IAR-507,80.53
ARTH-101,77.44
ARTH-102,75.54
ARTH-100,72.8
ARCH-549,82.41
IAR-500,83.36
ARCH-548,82.66
ARCH-547,80.63
IAR-505,80.38
GRSJ-502,89.45
ARCH-551,83.11
GRSJ-503,88.79
PHYS-200,72.67
ARCH-556,-1.0
HIST-562,83.46
ARCH-555,80.0
HIST-563,81.57
GRSJ-500,87.47
HIST-560,83.5
GRSJ-501,88.64
HIST-561,85.86
HIST-566,82.5
HIST-567,81.13
PHYS-206,73.56
HIST-564,84.13
HIST-565,82.0
PHYS-203,71.79
ECED-380,87.09
HIST-569,87.6
LAW-394,74.02
LAW-393,79.42
LAW-392,76.37
LAW-391,78.64
LAW-398,80.57
LAW-397,75.06
LAW-396,79.0
LAW-395,77.33
LAW-399,74.0
CRWR-476,83.89
CRWR-477,82.5
CRWR-479,86.45
HIST-570,86.25
ARCH-561,82.29
CRWR-470,93.0
HIST-571,85.0
HIST-572,86.5
HIST-575,86.0
ECED-433,86.53
MINE-338,76.66
MINE-333,72.51
BIOL-205,71.9
MUSC-340,78.15
BIOL-204,73.12
BIOL-203,74.9
MINE-331,74.4
MUSC-345,76.76
BIOL-201,71.49
ECED-438,84.49
ENGL-492,88.25
BIOL-200,70.51
ECED-439,86.35
ENGL-491,82.9
ENGL-490,79.33
ENGL-496,85.71
MUSC-336,85.28
MUSC-335,83.83
BIOL-209,70.44
ENGL-499,87.26
MUSC-339,86.54
ECED-440,85.59
ECED-441,82.92
ECED-442,87.81
ECED-443,86.29
MUSC-352,77.94
MUSC-350,83.1
MUSC-356,73.22
MUSC-355,72.4
MUSC-354,68.68
BIOL-210,70.59
MUSC-353,76.41
MUSC-349,80.59
AFST-250,81.12
PUNJ-300,85.98
FMST-504,79.4
MINE-310,74.15
MUSC-363,77.51
ENGL-470,75.83
APSC-699,-1.0
MUSC-365,82.76
CONS-430,79.73
MUSC-364,85.25
ENGL-474,78.1
MUSC-358,76.65
ENGL-472,78.41
MUSC-357,73.6
BIOF-599,87.0
ENGL-478,78.18
ENGL-476,78.05
PHYS-403,74.06
PHYS-404,77.19
PHYS-405,76.43
FMST-538,86.4
FRE-541,79.94
PHYS-400,75.67
FRE-540,86.11
PHYS-401,77.54
PHYS-402,77.99
CONS-425,79.77
APBI-495,78.0
APBI-496,87.68
APBI-497,87.29
APBI-498,77.27
APBI-499,89.81
FMST-520,88.77
FRE-547,85.46
MUSC-372,-1.0
MUSC-371,90.98
APBI-490,89.8
ENGL-480,75.95
ENGL-489,80.89
FMST-523,85.09
FMST-522,83.48
FMST-525,81.73
FIPR-469,85.85
FMST-524,85.42
WACH-504,93.88
APBI-462,83.43
APBI-463,88.23
HIST-506,82.75
WACH-502,90.6
WACH-501,87.39
FRE-517,81.52
FRE-516,79.85
FRE-515,83.99
WACH-505,92.78
FRE-518,82.7
MUSC-301,72.87
MUSC-300,74.48
APBI-460,80.74
MIDW-305,84.28
HIST-500,83.43
HIST-501,79.65
FRE-520,90.55
HIST-505,78.62
HIST-502,83.93
HIST-503,82.88
MIDW-300,83.37
ECED-400,82.95
ECED-401,83.9
FRE-523,81.32
FRE-522,80.0
FRE-521,87.3
FRE-528,79.57
ARTH-410,79.44
FRE-527,81.06
FRE-526,84.2
FRE-525,84.04
FRE-529,84.62
CEEN-504,89.38
MUSC-312,82.08
CEEN-503,89.24
ECED-405,90.33
MINE-380,79.05
MUSC-311,84.09
CEEN-502,84.63
ECED-406,82.65
MUSC-310,77.75
CEEN-501,81.62
ECED-407,84.06
MUSC-305,87.6
MIDW-315,84.69
MUSC-309,78.3
MUSC-307,82.74
FMST-547,88.69
HIST-510,83.13
FMST-549,87.13
FRE-531,84.0
FRE-530,83.52
MIDW-310,88.19
APBI-440,78.72
APBI-442,81.72
APBI-443,82.5
APBI-444,84.15
MINE-350,78.47
ECED-415,82.95
MUSC-323,88.48
ECED-416,86.81
MUSC-322,83.28
ECED-417,89.62
MUSC-321,77.69
MUSC-320,80.64
MUSC-313,84.23
MUSC-319,78.09
FRE-502,78.81
FNIS-260,85.0
FRE-501,79.15
ECED-425,87.78
FRE-505,80.21
ECED-420,85.54
FRE-504,78.04
ECED-421,82.66
FRE-503,78.7
CEEN-525,83.98
MUSC-333,82.78
CEEN-523,83.88
MUSC-327,80.09
MUSC-326,70.2
MUSC-325,74.11
MUSC-324,73.35
MUSC-328,83.33
EPSE-568,87.26
EPSE-565,92.02
MICB-407,87.44
EPSE-563,88.76
MICB-406,88.53
EPSE-562,86.78
MICB-409,75.66
EPSE-561,88.27
MICB-408,79.67
SPAN-649,-1.0
WACH-549,89.17
MICB-403,72.67
MICB-402,77.18
CPSC-398,-1.0
MICB-405,77.54
CPSC-399,-1.0
MICB-404,86.5
CONS-491,86.39
CONS-498,84.22
MICB-401,82.85
CONS-496,90.52
EPSE-569,89.77
MICB-400,76.3
CONS-495,76.43
ENGL-413,68.91
ENGL-412,80.33
ENGL-411,73.46
ENGL-410,78.6
EPSE-571,86.5
ENGL-416,72.78
BMEG-201,83.06
BMEG-200,88.98
ENGL-414,75.02
ENGL-419,80.92
ENGL-418,72.22
EPSE-557,93.53
EPSE-556,90.06
EPSE-555,88.86
EPSE-554,91.4
EPSE-553,93.69
EPSE-552,90.8
EPSE-551,89.3
EPSE-550,91.37
CONS-481,80.32
CONS-486,81.33
ENGL-420,73.13
ENGL-424,74.63
ENGL-423,74.44
ENGL-422,76.78
ENGL-421,73.78
BMEG-210,75.38
ASTU-260,80.52
ENGL-427,74.28
ENGL-426,82.25
ENGL-425,76.29
ENGL-429,76.39
EPSE-589,-1.0
EPSE-588,91.37
EPSE-587,90.07
BIOL-260,77.37
EPSE-586,91.4
EPSE-585,92.8
EPSE-584,90.01
EPSE-583,94.75
WACH-522,84.5
WACH-521,90.38
CEEN-550,85.2
EPSE-593,86.75
BMEG-220,74.15
EPSE-592,90.37
EPSE-591,90.44
EPSE-590,-1.0
EPSE-579,94.59
EPSE-578,92.19
EPSE-577,87.72
EPSE-576,86.33
EPSE-575,89.7
EPSE-574,86.56
BMEG-230,79.93
EPSE-573,95.3
EPSE-572,95.69
CCST-504,86.69
CCST-503,90.49
CCST-502,84.73
CCST-501,85.05
CCST-500,86.56
ENGL-402,60.58
ENGL-401,75.54
ENGL-400,73.22
ENGL-406,76.99
EPSE-581,93.25
ENGL-405,80.81
EPSE-580,90.29
ENGL-404,71.59
ENGL-403,76.15
ENGL-409,78.4
EECE-699,-1.0
ENGL-408,78.94
ENGL-407,76.87
MATH-002,-1.0
WRDS-360,86.51
BIOL-240,78.98
MICB-447,88.38
MICB-449,89.44
MICB-448,97.65
MUSC-382,80.84
CONS-454,97.53
CONS-453,85.8
CONS-452,82.66
CONS-451,82.48
ENGL-451,71.78
ENGL-450,75.63
BMEG-245,77.09
WRDS-350,76.95
MINE-303,72.87
MINE-304,75.49
EPSE-599,91.13
MINE-305,70.29
EPSE-598,-1.0
BMEG-250,81.68
EPSE-597,92.96
MUSC-392,85.7
EPSE-596,93.01
EPSE-595,88.31
CONS-449,82.23
EPSE-594,93.34
MINE-302,73.55
MUSC-394,87.27
MUSC-393,86.96
ENGL-460,74.35
CONS-440,79.99
ENGL-464,75.18
ENGL-462,76.71
ENGL-461,77.6
ENGL-468,75.12
ENGL-466,85.55
BMEG-257,82.54
MICB-425,87.14
MICB-424,77.2
CEEN-597,-1.0
CEEN-596,87.76
MICB-421,82.07
ENGL-431,76.36
CEEN-590,88.3
ENGL-430,74.87
MICB-430,86.57
ASTU-211,81.77
ENGL-435,74.93
ENGL-434,75.19
ENGL-433,77.74
ENGL-439,72.36
JRNL-400,83.95
ENGL-437,76.8
ASTU-210,80.93
FRE-585,80.13
BIOL-230,73.63
MICB-418,78.7
MICB-419,84.41
MICB-413,89.36
MICB-415,85.95
MICB-410,76.53
BIOL-234,71.13
BIOL-233,69.85
MICB-412,88.05
ASTU-202,68.33
ENGL-441,80.2
ASTU-201,72.24
ENGL-440,75.98
ENGL-446,77.92
ASTU-204,86.44
CHEM-649,0.0
EPSE-601,89.13
CPSC-430,77.58
EPSE-606,92.57
EPSE-604,90.73
GRSJ-606,-1.0
CPSC-435,64.81
CPSC-436,87.0
VISA-352,80.12
VISA-351,78.21
VISA-350,79.12
CPSC-448,89.59
CPSC-449,89.79
CPSC-440,86.95
CPSC-444,79.99
CPSC-445,80.69
CPSC-447,84.0
VISA-361,79.31
VISA-360,80.4
PPGA-391,77.79
CPSC-415,71.53
CPSC-416,77.47
CPSC-417,74.4
CPSC-418,79.03
VISA-380,76.84
CPSC-410,77.9
CPSC-411,79.29
CPSC-414,68.9
HIST-481,71.99
HIST-482,80.72
MICB-353,79.22
VISA-375,79.09
HIST-480,72.01
HIST-485,81.78
HIST-486,71.14
HIST-483,80.22
HIST-484,74.13
VISA-370,80.96
HIST-487,79.38
HIST-488,79.69
CPSC-426,78.35
BEST-308,84.97
CPSC-427,89.31
VISA-390,80.18
CPSC-420,74.6
CPSC-421,74.62
CPSC-422,75.53
CPSC-424,79.97
CPSC-425,76.02
HIST-492,76.69
HIST-493,77.28
VISA-387,76.67
HIST-490,73.8
VISA-386,78.53
VISA-384,80.5
VISA-383,80.25
HIST-494,81.62
VISA-382,80.85
ASTR-333,79.69
HIST-495,77.93
VISA-381,76.24
BEST-300,80.04
BEST-301,85.15
BEST-304,84.14
BEST-302,86.53
BEST-303,85.02
INFO-419,86.42
ASTU-190,-1.0
VISA-311,78.38
VISA-310,77.63
ASTR-300,80.67
KORN-420,78.94
ASTR-303,73.0
ASTR-302,69.0
ASTR-304,79.78
MATH-012,-1.0
EPSE-633,93.64
EPSE-632,91.07
NAME-524,88.32
EPSE-630,90.97
NAME-522,90.16
MICB-399,-1.0
MICB-398,-1.0
EPSE-635,90.3
VISA-321,77.89
VISA-320,77.98
CPSC-490,94.1
ASTR-310,73.92
CPSC-491,89.86
ASTR-311,75.03
ASTR-316,70.1
CPSC-455,87.35
RELG-385,76.56
RELG-380,75.16
VISA-331,79.06
VISA-330,78.63
NAME-502,83.07
NAME-501,86.18
VISA-341,77.57
KORN-410,80.34
VISA-340,78.83
KORN-411,76.88
KORN-415,77.7
ASTU-160,79.76
KORN-412,66.0
PHYS-399,-1.0
HIST-429,75.79
ARTH-445,81.84
ARTH-443,83.14
FMST-474,84.0
ARTH-440,82.26
RELG-366,74.18
RELG-367,75.66
RELG-368,78.76
RELG-364,78.89
RELG-365,74.87
PHYS-340,72.54
PHYS-341,74.88
PHYS-343,81.29
HIST-420,77.91
HIST-423,74.77
PHYS-348,82.14
HIST-424,72.84
PHYS-349,83.96
HIST-421,84.0
HIST-422,73.39
HIST-427,75.4
ARTH-448,78.11
HIST-425,75.1
HIST-426,72.03
ARTH-457,74.21
ARTH-458,80.04
ARTH-455,80.18
FMST-464,86.4
NAME-566,79.43
ARTH-454,80.0
ARTH-451,83.78
ARTH-450,84.92
PHYS-330,77.89
RELG-370,77.61
HIST-430,75.33
HIST-431,71.43
HIST-434,74.79
HIST-435,75.09
HIST-432,72.84
HIST-433,82.98
HIST-438,74.4
PHYS-333,76.89
HIST-439,81.28
ARTH-459,80.16
HIST-436,75.16
HIST-437,70.61
HIST-409,75.87
HIST-407,75.42
HIST-408,75.44
MINE-395,78.0
MINE-396,76.77
RELG-340,75.5
MINE-391,78.23
RELG-341,76.69
MINE-393,81.24
KORN-440,79.52
MIDW-325,91.25
HIST-401,72.24
HIST-402,76.62
MIDW-320,-1.0
HIST-400,78.3
HIST-405,75.67
HIST-406,75.08
HIST-403,79.53
HIST-404,74.8
ARTH-436,81.36
HIST-418,75.25
HIST-419,71.36
ARTH-431,80.81
ARTH-432,80.44
FNIS-220,76.55
MUSC-411,76.04
MUSC-410,78.99
RELG-354,77.71
PHYS-351,77.33
MUSC-403,85.3
PHYS-352,74.7
MUSC-402,95.0
PHYS-354,74.31
MUSC-407,83.38
MUSC-406,79.08
PHYS-350,77.08
HIST-412,72.8
HIST-413,69.93
HIST-411,75.6
MUSC-409,78.9
ARTH-439,81.69
HIST-416,70.7
HIST-417,71.55
ARTH-437,74.17
HIST-414,73.17
HIST-415,77.15
NEST-301,73.74
NEST-302,77.29
NEST-303,70.14
NEST-304,77.11
FIPR-437,82.27
FNIS-210,76.39
FIPR-439,84.39
ARTH-480,84.88
RELG-321,75.22
HIST-460,78.69
BIOF-699,-1.0
HIST-463,73.89
HIST-464,74.52
HIST-461,78.3
HIST-462,73.75
ECED-480,95.0
FIPR-434,80.98
PHYS-304,74.94
FIPR-433,83.31
HIST-468,74.8
PHYS-305,74.12
FIPR-436,81.86
HIST-465,72.19
PHYS-306,73.2
FIPR-435,82.8
HIST-466,74.67
NAME-592,87.35
NAME-591,87.34
NEST-310,73.01
PHYS-301,72.89
HIST-469,78.52
NEST-311,78.41
NEST-312,76.27
PHYS-303,74.75
CPSC-404,75.7
NEST-313,78.26
CPSC-405,72.04
CPSC-406,82.0
NEST-315,77.59
NEST-317,85.0
NEST-318,71.68
NEST-319,76.98
RELG-335,79.86
RELG-336,78.64
RELG-330,79.11
CPSC-402,71.37
RELG-331,74.07
CPSC-403,77.26
RELG-332,76.92
HIST-470,68.83
HIST-475,73.92
HIST-473,73.73
HIST-478,74.85
HIST-479,76.31
HIST-476,71.29
RELG-308,79.98
RELG-309,75.09
NAME-578,84.28
ARTH-464,80.26
PHYS-319,79.17
RELG-304,75.58
MIDW-360,-1.0
RELG-305,78.69
RELG-306,73.97
RELG-307,77.47
RELG-300,76.63
RELG-302,77.05
CENS-315,85.0
HIST-441,76.13
HIST-442,80.22
HIST-440,75.95
HIST-445,70.84
HIST-446,77.42
HIST-443,74.68
HIST-444,73.64
HIST-449,84.11
HIST-447,75.89
HIST-448,75.63
ARTH-479,86.59
MIDW-370,-1.0
PHYS-308,66.23
RELG-315,76.3
ARTH-476,82.09
PHYS-309,82.46
RELG-316,77.0
RELG-317,78.22
ARTH-471,73.56
CENS-308,81.66
RELG-311,74.85
